Mod:Item:MetaData, Localized Name
pixelmon:clever_wing, Clever Wing
pixelmon:swift_wing, Swift Wing
pixelmon:silver_wing, Silver Wing
pixelmon:rainbow_wing, Rainbow Wing
pixelmon:health_feather, Health Feather
pixelmon:muscle_feather, Muscle Feather
pixelmon:resist_feather, Resist Feather
pixelmon:genius_feather, Genius Feather
pixelmon:clever_feather, Clever Feather
pixelmon:swift_feather, Swift Feather
pixelmon:pomeg_berry, Pomeg Berry
pixelmon:kelpsy_berry, Kelpsy Berry
pixelmon:qualot_berry, Qualot Berry
pixelmon:hondew_berry, Hondew Berry
pixelmon:grepa_berry, Grepa Berry
pixelmon:tamato_berry, Tamato Berry
pixelmon:razz_berry, Razz Berry
pixelmon:nanab_berry, Nanab Berry
pixelmon:pinap_berry, Pinap Berry
pixelmon:cornn_berry, Cornn Berry
pixelmon:magost_berry, Magost Berry
pixelmon:rabuta_berry, Rabuta Berry
pixelmon:nomel_berry, Nomel Berry
pixelmon:spelon_berry, Spelon Berry
pixelmon:pamtre_berry, Pamtre Berry
pixelmon:watmel_berry, Watmel Berry
pixelmon:durin_berry, Durin Berry
pixelmon:belue_berry, Belue Berry
pixelmon:heal_powder, Heal Powder
pixelmon:energy_powder, Energy Powder
pixelmon:energy_root, Energy Root
pixelmon:revival_herb, Revival Herb
pixelmon:x_attack, X Attack
pixelmon:x_defence, X Defense
pixelmon:x_special_attack, X Sp. Atk
pixelmon:x_special_defence, X Sp. Def
pixelmon:x_speed, X Speed
pixelmon:x_accuracy, X Accuracy
pixelmon:dire_hit, Dire Hit
pixelmon:guard_spec, Guard Spec.
pixelmon:max_mushroom, Max Mushrooms
pixelmon:fluffy_tail, Fluffy Tail
pixelmon:fire_stone, Fire Stone
pixelmon:water_stone, Water Stone
pixelmon:moon_stone, Moon Stone
pixelmon:thunder_stone, Thunder Stone
pixelmon:leaf_stone, Leaf Stone
pixelmon:sun_stone, Sun Stone
pixelmon:dawn_stone, Dawn Stone
pixelmon:dusk_stone, Dusk Stone
pixelmon:shiny_stone, Shiny Stone
pixelmon:ice_stone, Ice Stone
pixelmon:thunder_stone_shard, Thunder Stone Shard
pixelmon:leaf_stone_shard, Leaf Stone Shard
pixelmon:water_stone_shard, Water Stone Shard
pixelmon:fire_stone_shard, Fire Stone Shard
pixelmon:sun_stone_shard, Sun Stone Shard
pixelmon:moon_stone_shard, Moon Stone Shard
pixelmon:dawn_stone_shard, Dawn Stone Shard
pixelmon:dusk_stone_shard, Dusk Stone Shard
pixelmon:shiny_stone_shard, Shiny Stone Shard
pixelmon:ice_stone_shard, Ice Stone Shard
pixelmon:wailmer_pail, Wailmer Pail
pixelmon:old_rod, Old Rod
pixelmon:good_rod, Good Rod
pixelmon:super_rod, Super Rod
pixelmon:oas_rod, Oa10712's Fishing Rod
pixelmon:fishing_log, Fishing Log
pixelmon:curry_dex, Curry Dex
pixelmon:curry_bread, Toast
pixelmon:curry_pasta, Pasta
pixelmon:curry_fried_food, Fried Food
pixelmon:curry_instant_noodles, Instant Noodles
pixelmon:curry_precooked_burger, Precooked Burger
pixelmon:curry_sausages, Sausages
pixelmon:curry_bean_tin, Tin of Beans
pixelmon:curry_mixed_mushrooms, Mixed Mushrooms
pixelmon:curry_potato_pack, Pack of Potatoes
pixelmon:curry_salad_mix, Salad
pixelmon:curry_spice_mix, Spice Mix
pixelmon:curry_bobs_tin, Bob's Tin
pixelmon:curry_bachs_tin, Bach's Tin
pixelmon:curry_brittle_bones, Brittle Bones
pixelmon:curry_pungent_root, Pungent Root
pixelmon:curry_fresh_cream, Fresh Cream
pixelmon:curry_packaged_curry, Packaged Curry
pixelmon:curry_coconut_milk, Coconut Milk
pixelmon:curry_smoke_poke_tail, Smoke-Poke Tail
pixelmon:curry_large_leek, Large Leek
pixelmon:curry_fancy_apple, Fancy Apple
pixelmon:curry_boiled_egg, Boiled Egg
pixelmon:curry_fruit_bunch, Fruit Bunch
pixelmon:curry_moomoo_cheese, Moomoo Cheese
pixelmon:curry_gigantamix, Gigantamix
pixelmon:dish_curry_none, %s Curry
pixelmon:dish_curry_sausages, %s Sausage Curry
pixelmon:dish_curry_bobs_tin, %s Juicy Curry
pixelmon:dish_curry_bachs_tin, %s Rich Curry
pixelmon:dish_curry_bean_tin, %s Bean Medley Curry
pixelmon:dish_curry_bread, %s Toast Curry
pixelmon:dish_curry_pasta, %s Pasta Curry
pixelmon:dish_curry_mixed_mushrooms, %s Mushroom Medley Curry
pixelmon:dish_curry_smoke_poke_tail, %s Smoked-Tail Curry
pixelmon:dish_curry_large_leek, %s Leek Curry
pixelmon:dish_curry_fancy_apple, %s Apple Curry
pixelmon:dish_curry_brittle_bones, %s Bone Curry
pixelmon:dish_curry_potato_pack, %s Plenty-of-Potato Curry
pixelmon:dish_curry_pungent_root, %s Herb Medley Curry
pixelmon:dish_curry_salad_mix, %s Salad Curry
pixelmon:dish_curry_fried_food, %s Fried-Food Curry
pixelmon:dish_curry_boiled_egg, %s Boiled-Egg Curry
pixelmon:dish_curry_fruit_bunch, %s Tropical Curry
pixelmon:dish_curry_moomoo_cheese, %s Cheese-Covered Curry
pixelmon:dish_curry_spice_mix, %s Seasoned Curry
pixelmon:dish_curry_fresh_cream, %s Whipped-Cream Curry
pixelmon:dish_curry_packaged_curry, %s Decorative Curry
pixelmon:dish_curry_coconut_milk, %s Coconut Curry
pixelmon:dish_curry_instant_noodles, %s Instant-Noodle Curry
pixelmon:dish_curry_precooked_burger, %s Burger-Steak Curry
pixelmon:dish_curry_gigantamix, Gigantamax Curry
pixelmon:chisel, Chisel
pixelmon:ranch_upgrade, Ranch Upgrade
pixelmon:trade_monitor, Trade Monitor
pixelmon:trade_holder_right, Trade Holder Right
pixelmon:trade_holder_left, Trade Holder Left
pixelmon:trade_panel, Trade Panel
pixelmon:orb, Orb
pixelmon:uno_orb, Orb of Frozen Souls
pixelmon:dos_orb, Orb of Static Souls
pixelmon:tres_orb, Orb of Fiery Souls
pixelmon:trainer_editor, NPC Editor
pixelmon:pokemon_editor, Pokémon Editor
pixelmon:grotto_spawner, Grotto Spawner
pixelmon:den_spawner, Max Raid Den Spawner
pixelmon:green_tank, Green Tank
pixelmon:orange_tank, Orange Tank
pixelmon:cloner_cord, Cloner Cord
pixelmon:hourglass_gold, Isi's Golden Hourglass
pixelmon:hourglass_silver, Isi's Silver Hourglass
pixelmon:lens_gold, Hiroku's Golden Lens
pixelmon:lens_silver, Hiroku's Silver Lens
pixelmon:hidden_iron_door, Hidden Iron Door
pixelmon:hidden_wooden_door, Hidden Wooden Door
pixelmon:gift_box, Gift Box
pixelmon:pixelmon_sprite, Photo
pixelmon:painting, Pokémon Painting
pixelmon:camera, Camera
pixelmon:film, Film
pixelmon:tree, Tree
pixelmon:amethyst, Amethyst
pixelmon:ruby:0, Ruby
pixelmon:ruby:1, Ruby of Knowledge
pixelmon:ruby:2, Ruby of Emotion
pixelmon:ruby:3, Ruby of Willpower
pixelmon:crystal, Crystal
pixelmon:sapphire, Sapphire
pixelmon:silicon, Silicon
pixelmon:aluminium_ingot, Aluminum Ingot
pixelmon:aluminium_plate, Aluminum Plate
pixelmon:ability_capsule, Ability Capsule
pixelmon:ability_patch, Ability Patch
pixelmon:exp_all, Exp. All
pixelmon:gracidea, Gracidea
pixelmon:reveal_glass, Reveal Glass
pixelmon:red_chain, Red Chain
pixelmon:repel, Repel
pixelmon:super_repel, Super Repel
pixelmon:max_repel, Max Repel
pixelmon:porygon_piece:0, Porygon
pixelmon:porygon_piece:1, Porygon Head
pixelmon:porygon_piece:2, Porygon Body
pixelmon:porygon_piece:3, Porygon Leg
pixelmon:porygon_piece:4, Porygon Tail
pixelmon:red_shard, Omega Shard
pixelmon:blue_shard, Alpha Shard
pixelmon:jade_shard, Delta Shard
pixelmon:azure_flute, Azure Flute
pixelmon:sacredash, Sacred Ash
pixelmon:gold_bottle_cap, Gold Bottle Cap
pixelmon:silver_bottle_cap, Silver Bottle Cap
pixelmon:mach_bike, Mach Bike
pixelmon:mach_bike_frame, Mach Bike Frame
pixelmon:acro_bike, Acro Bike
pixelmon:acro_bike_frame, Acro Bike Frame
pixelmon:handles, Handles
pixelmon:wheel, Wheel
pixelmon:incense_burner, Incense Burner
pixelmon:zygarde_cube, Zygarde Cube
pixelmon:gaebolg, Gáe Bolg
pixelmon:quest_editor, Quest Editor
pixelmon:tart_apple, Tart Apple
pixelmon:sweet_apple, Sweet Apple
pixelmon:mint_seeds, Mint Cutting
pixelmon:mint:0, Hardy Mint
pixelmon:mint:1, Serious Mint
pixelmon:mint:2, Docile Mint
pixelmon:mint:3, Bashful Mint
pixelmon:mint:4, Quirky Mint
pixelmon:mint:5, Lonely Mint
pixelmon:mint:6, Brave Mint
pixelmon:mint:7, Adamant Mint
pixelmon:mint:8, Naughty Mint
pixelmon:mint:9, Bold Mint
pixelmon:mint:10, Relaxed Mint
pixelmon:mint:11, Impish Mint
pixelmon:mint:12, Lax Mint
pixelmon:mint:13, Timid Mint
pixelmon:mint:14, Hasty Mint
pixelmon:mint:15, Jolly Mint
pixelmon:mint:16, Naive Mint
pixelmon:mint:17, Modest Mint
pixelmon:mint:18, Mild Mint
pixelmon:mint:19, Quiet Mint
pixelmon:mint:20, Rash Mint
pixelmon:mint:21, Calm Mint
pixelmon:mint:22, Gentle Mint
pixelmon:mint:23, Sassy Mint
pixelmon:mint:24, Careful Mint
pixelmon:chipped_pot, Chipped Pot
pixelmon:cracked_pot, Cracked Pot
pixelmon:berry_sweet, Berry Sweet
pixelmon:clover_sweet, Clover Sweet
pixelmon:flower_sweet, Flower Sweet
pixelmon:love_sweet, Love Sweet
pixelmon:ribbon_sweet, Ribbon Sweet
pixelmon:star_sweet, Star Sweet
pixelmon:strawberry_sweet, Strawberry Sweet
pixelmon:dynamax_candy, Dynamax Candy
pixelmon:max_soup, Max Soup
pixelmon:galarica_twig, Galarica Twig
pixelmon:galarica_wreath, Galarica Wreath
pixelmon:eye_of_lugia, Eye of Lugia
pixelmon:scroll_of_waters, Scroll of Waters
pixelmon:scroll_of_darkness, Scroll of Darkness
pixelmon:key_stone, Key Stone
pixelmon:wishing_star, Wishing Star
pixelmon:oval_charm, Oval Charm
pixelmon:shiny_charm, Shiny Charm
pixelmon:exp_charm, Exp. Charm
pixelmon:catching_charm, Catching Charm
pixelmon:mark_charm, Mark Charm
pixelmon:ui_element, UI Element
pixelmon:armorite_ore, Armorite Ore
pixelmon:dynite_ore, Dynite Ore
pixelmon:wishing_piece, Wishing Piece
pixelmon:waterdude_wishing_piece, §bWaterdude's Wishing Piece
pixelmon:red_flute, Red Flute
pixelmon:blue_flute, Blue Flute
pixelmon:green_flute, Green Flute
pixelmon:yellow_flute, Yellow Flute
pixelmon:white_flute, White Flute
pixelmon:black_flute, Black Flute
pixelmon:komala_coffee, Komala Coffee
pixelmon:tapu_cocoa, Tapu Cocoa
pixelmon:pinap_juice, Pinap Juice
pixelmon:roserade_tea, Roserade Tea
pixelmon:skitty_smoothie, Skitty Smoothie
pixelmon:rare_soda, Rare Soda
pixelmon:ultra_rare_soda, Ultra Rare Soda
pixelmon:colorful_shake, Colorful Shake
pixelmon:blue_juice, Blue Juice
pixelmon:red_juice, Red Juice
pixelmon:pink_juice, Pink Juice
pixelmon:purple_juice, Purple Juice
pixelmon:yellow_juice, Yellow Juice
pixelmon:green_juice, Green Juice
pixelmon:perilous_soup, Perilous Soup
pixelmon:sweet_heart, Sweet Heart
pixelmon:ever_stone, Everstone
pixelmon:lucky_egg, Lucky Egg
pixelmon:exp_share, Exp. Share
pixelmon:choice_band, Choice Band
pixelmon:choice_scarf, Choice Scarf
pixelmon:choice_specs, Choice Specs
pixelmon:macho_brace, Macho Brace
pixelmon:power_weight, Power Weight
pixelmon:power_bracer, Power Bracer
pixelmon:power_belt, Power Belt
pixelmon:power_lens, Power Lens
pixelmon:power_band, Power Band
pixelmon:power_anklet, Power Anklet
pixelmon:muscle_band, Muscle Band
pixelmon:cheri_berry, Cheri Berry
pixelmon:chesto_berry, Chesto Berry
pixelmon:pecha_berry, Pecha Berry
pixelmon:rawst_berry, Rawst Berry
pixelmon:aspear_berry, Aspear Berry
pixelmon:leppa_berry, Leppa Berry
pixelmon:persim_berry, Persim Berry
pixelmon:oran_berry, Oran Berry
pixelmon:lum_berry, Lum Berry
pixelmon:sitrus_berry, Sitrus Berry
pixelmon:figy_berry, Figy Berry
pixelmon:wiki_berry, Wiki Berry
pixelmon:mago_berry, Mago Berry
pixelmon:aguav_berry, Aguav Berry
pixelmon:iapapa_berry, Iapapa Berry
pixelmon:liechi_berry, Liechi Berry
pixelmon:ganlon_berry, Ganlon Berry
pixelmon:salac_berry, Salac Berry
pixelmon:petaya_berry, Petaya Berry
pixelmon:apicot_berry, Apicot Berry
pixelmon:lansat_berry, Lansat Berry
pixelmon:starf_berry, Starf Berry
pixelmon:custap_berry, Custap Berry
pixelmon:micle_berry, Micle Berry
pixelmon:enigma_berry, Enigma Berry
pixelmon:pumkin_berry, Pumkin Berry
pixelmon:drash_berry, Drash Berry
pixelmon:eggant_berry, Eggant Berry
pixelmon:yago_berry, Yago Berry
pixelmon:touga_berry, Touga Berry
pixelmon:ginema_berry, Ginema Berry
pixelmon:occa_berry, Occa Berry
pixelmon:passho_berry, Passho Berry
pixelmon:wacan_berry, Wacan Berry
pixelmon:rindo_berry, Rindo Berry
pixelmon:yache_berry, Yache Berry
pixelmon:chople_berry, Chople Berry
pixelmon:kebia_berry, Kebia Berry
pixelmon:shuca_berry, Shuca Berry
pixelmon:coba_berry, Coba Berry
pixelmon:payapa_berry, Payapa Berry
pixelmon:tanga_berry, Tanga Berry
pixelmon:charti_berry, Charti Berry
pixelmon:kasib_berry, Kasib Berry
pixelmon:haban_berry, Haban Berry
pixelmon:colbur_berry, Colbur Berry
pixelmon:babiri_berry, Babiri Berry
pixelmon:chilan_berry, Chilan Berry
pixelmon:roseli_berry, Roseli Berry
pixelmon:jaboca_berry, Jaboca Berry
pixelmon:rowap_berry, Rowap Berry
pixelmon:kee_berry, Kee Berry
pixelmon:maranga_berry, Maranga Berry
pixelmon:berry_juice, Berry Juice
pixelmon:soothe_bell, Soothe Bell
pixelmon:smoke_ball, Smoke Ball
pixelmon:wide_lens, Wide Lens
pixelmon:leftovers, Leftovers
pixelmon:shell_bell, Shell Bell
pixelmon:cell_battery, Cell Battery
pixelmon:metronome, Metronome
pixelmon:metal_coat, Metal Coat
pixelmon:prism_scale, Prism Scale
pixelmon:dubious_disc, Dubious Disc
pixelmon:electirizer, Electirizer
pixelmon:magmarizer, Magmarizer
pixelmon:kings_rock, King's Rock
pixelmon:protector, Protector
pixelmon:up-grade, Up-Grade
pixelmon:razor_fang, Razor Fang
pixelmon:dragon_scale, Dragon Scale
pixelmon:absorb_bulb, Absorb Bulb
pixelmon:life_orb, Life Orb
pixelmon:razor_claw, Razor Claw
pixelmon:focus_sash, Focus Sash
pixelmon:focus_band, Focus Band
pixelmon:scope_lens, Scope Lens
pixelmon:air_balloon, Air Balloon
pixelmon:rocky_helmet, Rocky Helmet
pixelmon:shed_shell, Shed Shell
pixelmon:damp_rock, Damp Rock
pixelmon:heat_rock, Heat Rock
pixelmon:icy_rock, Icy Rock
pixelmon:smooth_rock, Smooth Rock
pixelmon:eviolite, Eviolite
pixelmon:light_ball, Light Ball
pixelmon:lucky_punch, Lucky Punch
pixelmon:metal_powder, Metal Powder
pixelmon:quick_powder, Quick Powder
pixelmon:leek, Leek
pixelmon:thick_club, Thick Club
pixelmon:power_herb, Power Herb
pixelmon:red_card, Red Card
pixelmon:expert_belt, Expert Belt
pixelmon:light_clay, Light Clay
pixelmon:mental_herb, Mental Herb
pixelmon:quick_claw, Quick Claw
pixelmon:white_herb, White Herb
pixelmon:big_root, Big Root
pixelmon:zoom_lens, Zoom Lens
pixelmon:bright_powder, Bright Powder
pixelmon:lagging_tail, Lagging Tail
pixelmon:wise_glasses, Wise Glasses
pixelmon:eject_button, Eject Button
pixelmon:throat_spray, Throat Spray
pixelmon:binding_band, Binding Band
pixelmon:iron_ball, Iron Ball
pixelmon:grip_claw, Grip Claw
pixelmon:float_stone, Float Stone
pixelmon:ring_target, Ring Target
pixelmon:amulet_coin, Amulet Coin
pixelmon:reaper_cloth, Reaper Cloth
pixelmon:deep_sea_scale, Deep Sea Scale
pixelmon:deep_sea_tooth, Deep Sea Tooth
pixelmon:oval_stone, Oval Stone
pixelmon:cleanse_tag, Cleanse Tag
pixelmon:full_incense, Full Incense
pixelmon:lax_incense, Lax Incense
pixelmon:luck_incense, Luck Incense
pixelmon:odd_incense, Odd Incense
pixelmon:pure_incense, Pure Incense
pixelmon:rock_incense, Rock Incense
pixelmon:rose_incense, Rose Incense
pixelmon:sea_incense, Sea Incense
pixelmon:wave_incense, Wave Incense
pixelmon:bug_gem, Bug Gem
pixelmon:dark_gem, Dark Gem
pixelmon:dragon_gem, Dragon Gem
pixelmon:electric_gem, Electric Gem
pixelmon:fighting_gem, Fighting Gem
pixelmon:fire_gem, Fire Gem
pixelmon:flying_gem, Flying Gem
pixelmon:ghost_gem, Ghost Gem
pixelmon:grass_gem, Grass Gem
pixelmon:ground_gem, Ground Gem
pixelmon:ice_gem, Ice Gem
pixelmon:normal_gem, Normal Gem
pixelmon:poison_gem, Poison Gem
pixelmon:psychic_gem, Psychic Gem
pixelmon:rock_gem, Rock Gem
pixelmon:steel_gem, Steel Gem
pixelmon:water_gem, Water Gem
pixelmon:fairy_gem, Fairy Gem
pixelmon:black_belt, Black Belt
pixelmon:black_glasses, Black Glasses
pixelmon:charcoal, Charcoal
pixelmon:dragon_fang, Dragon Fang
pixelmon:hard_stone, Hard Stone
pixelmon:miracle_seed, Miracle Seed
pixelmon:mystic_water, Mystic Water
pixelmon:fairy_wand, Fairy Wand
pixelmon:never_melt_ice, Never-Melt Ice
pixelmon:poison_barb, Poison Barb
pixelmon:sharp_beak, Sharp Beak
pixelmon:silk_scarf, Silk Scarf
pixelmon:silver_powder, Silver Powder
pixelmon:soft_sand, Soft Sand
pixelmon:spell_tag, Spell Tag
pixelmon:twisted_spoon, Twisted Spoon
pixelmon:magnet, Magnet
pixelmon:meadow_plate, Meadow Plate
pixelmon:flame_plate, Flame Plate
pixelmon:splash_plate, Splash Plate
pixelmon:sky_plate, Sky Plate
pixelmon:insect_plate, Insect Plate
pixelmon:toxic_plate, Toxic Plate
pixelmon:zap_plate, Zap Plate
pixelmon:mind_plate, Mind Plate
pixelmon:stone_plate, Stone Plate
pixelmon:earth_plate, Earth Plate
pixelmon:dread_plate, Dread Plate
pixelmon:spooky_plate, Spooky Plate
pixelmon:iron_plate, Iron Plate
pixelmon:fist_plate, Fist Plate
pixelmon:icicle_plate, Icicle Plate
pixelmon:draco_plate, Draco Plate
pixelmon:pixie_plate, Pixie Plate
pixelmon:grass_memory, Grass Memory
pixelmon:fire_memory, Fire Memory
pixelmon:water_memory, Water Memory
pixelmon:flying_memory, Flying Memory
pixelmon:bug_memory, Bug Memory
pixelmon:poison_memory, Poison Memory
pixelmon:electric_memory, Electric Memory
pixelmon:psychic_memory, Psychic Memory
pixelmon:rock_memory, Rock Memory
pixelmon:ground_memory, Ground Memory
pixelmon:dark_memory, Dark Memory
pixelmon:ghost_memory, Ghost Memory
pixelmon:steel_memory, Steel Memory
pixelmon:fighting_memory, Fighting Memory
pixelmon:ice_memory, Ice Memory
pixelmon:dragon_memory, Dragon Memory
pixelmon:fairy_memory, Fairy Memory
pixelmon:toxic_orb, Toxic Orb
pixelmon:flame_orb, Flame Orb
pixelmon:sticky_barb, Sticky Barb
pixelmon:room_service, Room Service
pixelmon:destiny_knot, Destiny Knot
pixelmon:black_sludge, Black Sludge
pixelmon:assault_vest, Assault Vest
pixelmon:luminous_moss, Luminous Moss
pixelmon:safety_goggles, Safety Goggles
pixelmon:snowball, Snowball
pixelmon:weakness_policy, Weakness Policy
pixelmon:blunder_policy, Blunder Policy
pixelmon:protective_pads, Protective Pads
pixelmon:soul_dew, Soul Dew
pixelmon:electric_seed, Electric Seed
pixelmon:grassy_seed, Grassy Seed
pixelmon:misty_seed, Misty Seed
pixelmon:psychic_seed, Psychic Seed
pixelmon:abomasite, Abomasite
pixelmon:absolite, Absolite
pixelmon:aerodactylite, Aerodactylite
pixelmon:aggronite, Aggronite
pixelmon:alakazite, Alakazite
pixelmon:altarianite, Altarianite
pixelmon:ampharosite, Ampharosite
pixelmon:audinite, Audinite
pixelmon:banettite, Banettite
pixelmon:beedrillite, Beedrillite
pixelmon:blastoisinite, Blastoisinite
pixelmon:blazikenite, Blazikenite
pixelmon:cameruptite, Cameruptite
pixelmon:charizardite_x, Charizardite X
pixelmon:charizardite_y, Charizardite Y
pixelmon:diancite, Diancite
pixelmon:galladite, Galladite
pixelmon:garchompite, Garchompite
pixelmon:gardevoirite, Gardevoirite
pixelmon:gengarite, Gengarite
pixelmon:glalitite, Glalitite
pixelmon:gyaradosite, Gyaradosite
pixelmon:heracronite, Heracronite
pixelmon:houndoominite, Houndoominite
pixelmon:kangaskhanite, Kangaskhanite
pixelmon:latiasite, Latiasite
pixelmon:latiosite, Latiosite
pixelmon:lopunnite, Lopunnite
pixelmon:lucarionite, Lucarionite
pixelmon:manectite, Manectite
pixelmon:mawilite, Mawilite
pixelmon:medichamite, Medichamite
